web-scraper-order,web-scraper-start-url,info-box,info-box-href,name,mbti-evsi,mbti-svsn,mbti-tvsf,mbti-pvsj,enneagram-finder,insticnt-variant
"1615566631-1340","https://www.personality-database.com/personality_type/11","155 / 57   29   91  INFP9w8Shinichi Izumi   Kiseijuu: Sei no Kakuritsu","https://www.personality-database.com/profile/9615/shinichi-izumi-kiseijuu-sei-no-kakuritsu-mbti-personality-type","","I","N","F","P","9w8","sp/sx"
"1615562664-292","https://www.personality-database.com/personality_type/15","114 / 41   22   32  INTJ1w9Sakamoto   Sakamoto desu Ga?","https://www.personality-database.com/profile/43384/sakamoto-sakamoto-desu-ga-mbti-personality-type","","I","N","T","J","1w9","sp/so"
"1615571161-2452","https://www.personality-database.com/personality_type/7","201 / 72   19   74  ESTP8w7Stitch   Lilo & Stitch (2002)","https://www.personality-database.com/profile/875/stitch-lilo-stitch-2002-mbti-personality-type","","E","S","T","P","8w7","sp/sx"
"1615574964-3738","https://www.personality-database.com/personality_type/2","203 / 71   27   23  ESTJ3w2Alya Césaire   Miraculous: Tales of Ladybug & Cat Noir (2015)","https://www.personality-database.com/profile/6855/alya-csaire-miraculous-tales-of-ladybug-cat-noir-2015-mbti-personality-type","","E","S","T","J","3w2","so/sp"
"1615574887-3712","https://www.personality-database.com/personality_type/2","148 / 56   18   29  ESTJ6w5General Hux   Star Wars","https://www.personality-database.com/profile/3847/general-hux-star-wars-mbti-personality-type","","X","S","T","J","6w5","so/sp"
"1615566131-1228","https://www.personality-database.com/personality_type/12","304 / 163   212   173  ENFP7w6TommyInnit   Gaming","https://www.personality-database.com/profile/156005/tommyinnit-gaming-mbti-personality-type","","E","N","F","P","7w6","so/sp"
"1615575229-3823","https://www.personality-database.com/personality_type/1","103 / 50   24   54  ISTJ3w4Cassandra   Rapunzel's Tangled Adventure (2017)","https://www.personality-database.com/profile/16529/cassandra-rapunzels-tangled-adventure-2017-mbti-personality-type","","I","S","T","J","3w4","sp/sx"
"1615565077-979","https://www.personality-database.com/personality_type/13","322 / 73   37   43  INTP1w2Amy Farrah Fowler   The Big Bang Theory","https://www.personality-database.com/profile/1677/amy-farrah-fowler-the-big-bang-theory-mbti-personality-type","","I","N","T","P","1w2","sp/so"
"1615566904-1407","https://www.personality-database.com/personality_type/11","229 / 86   43   118  INFP9w1Andrew Garfield   Actors (United Kingdom & Ireland)","https://www.personality-database.com/profile/961/andrew-garfield-actors-united-kingdom-ireland-mbti-personality-type","","I","N","F","P","9w1","so/sx"
"1615571269-2489","https://www.personality-database.com/personality_type/7","261 / 67   56   47  ESTP3w2Dwayne “The Rock” Johnson   Actors (USA)","https://www.personality-database.com/profile/1861/dwayne-the-rock-johnson-actors-usa-mbti-personality-type","","E","S","T","P","3w2","so/sx"
"1615574882-3710","https://www.personality-database.com/personality_type/2","146 / 73   29   20  ESTJ3w4Terry   Soul (2020)","https://www.personality-database.com/profile/208538/terry-soul-2020-mbti-personality-type","","E","S","T","J","3w4","sp/so"
"1615574034-3412","https://www.personality-database.com/personality_type/3","134 / 54   19   32  ISFJ6w5Joel Barish   Eternal Sunshine of the Spotless Mind (2004)","https://www.personality-database.com/profile/5636/joel-barish-eternal-sunshine-of-the-spotless-mind-2004-mbti-personality-type","","I","S","F","J","6w5","sp/sx"
"1615570133-2199","https://www.personality-database.com/personality_type/8","216 / 90   68   76  ISTP9w8Kazuma Satou   Kono Subarashii Sekai ni Shukufuku wo! (Konosuba)","https://www.personality-database.com/profile/6872/kazuma-satou-kono-subarashii-sekai-ni-shukufuku-wokonosuba-mbti-personality-type","","I","S","T","P","9w8","sp/sx"
"1615575703-4001","https://www.personality-database.com/personality_type/1","318 / 128   63   32  ISTJ6w7Marlin   Finding Nemo (Franchise)","https://www.personality-database.com/profile/3071/marlin-finding-nemo-franchise-mbti-personality-type","","I","S","T","J","6w7","sp/sx"
"1615572584-2916","https://www.personality-database.com/personality_type/5","178 / 84   8   33  ESFP7w6Grizzly Bear   We Bare Bears (2014)","https://www.personality-database.com/profile/7538/grizzly-bear-we-bare-bears-2014-mbti-personality-type","","E","S","F","P","7w6","so/sx"
"1615574365-3520","https://www.personality-database.com/personality_type/3","382 / 137   45   71  ISFJ6w5Samwise ""Sam"" Gamgee   The Lord of the Rings","https://www.personality-database.com/profile/571/samwise-sam-gamgee-the-lord-of-the-rings-mbti-personality-type","","I","S","F","J","6w5","sp/so"
"1615567639-1582","https://www.personality-database.com/personality_type/10","85 / 37   37   25  ENFJ3w2Charlie Houpert (Charisma on Command)   Psychology & Personal Development","https://www.personality-database.com/profile/20957/charlie-houpert-charisma-on-command-psychology-personal-development-mbti-personality-type","","E","N","F","J","3w2","so/sx"
"1615563272-469","https://www.personality-database.com/personality_type/15","311 / 151   88   185  INTJ1w9Kai Chisaki ""Overhaul""   Boku no Hero Academia","https://www.personality-database.com/profile/15906/kai-chisaki-overhaul-boku-no-hero-academia-mbti-personality-type","","I","N","T","J","1w9","sp/sx"
"1615562770-326","https://www.personality-database.com/personality_type/15","130 / 54   33   31  INTJ3w2Jude Duarte   The Folk of the Air","https://www.personality-database.com/profile/92881/jude-duarte-the-folk-of-the-air-mbti-personality-type","","I","N","T","J","3w2","sp/sx"
"1615563928-647","https://www.personality-database.com/personality_type/14","204 / 95   175   53  ENTP5w4Greg Guevara (Jreg)   Social, Cultural & Political Commentators","https://www.personality-database.com/profile/59100/greg-guevara-jreg-social-cultural-political-commentators-mbti-personality-type","","E","N","T","P","5w4","sx/sp"
"1615571665-2620","https://www.personality-database.com/personality_type/6","130 / 67   47   22  ISFP3w4Andrew Neiman   Whiplash (2014)","https://www.personality-database.com/profile/14890/andrew-neiman-whiplash-2014-mbti-personality-type","","I","S","F","P","3w4","sx/so"
"1615571360-2516","https://www.personality-database.com/personality_type/7","405 / 111   54   65  ESTP3w2Jaime Lannister   Game of Thrones (2011)","https://www.personality-database.com/profile/372/jaime-lannister-game-of-thrones-2011-mbti-personality-type","","E","S","T","P","3w2","sx/so"
"1615574633-3619","https://www.personality-database.com/personality_type/2","86 / 34   6   11  ESTJ6w5Shuichi Aizawa   Death Note","https://www.personality-database.com/profile/1539/shuichi-aizawa-death-note-mbti-personality-type","","E","S","T","J","6w5","so/sx"
"1615568740-1861","https://www.personality-database.com/personality_type/9","130 / 44   7   88  INFJ2w1Gilbert Bougainvillea   Violet Evergarden","https://www.personality-database.com/profile/15495/gilbert-bougainvillea-violet-evergarden-mbti-personality-type","","I","N","F","J","2w1","so/sx"
"1615572454-2872","https://www.personality-database.com/personality_type/5","148 / 53   10   27  ESFP7w8Oberyn Martell “The Red Viper”   Game of Thrones (2011)","https://www.personality-database.com/profile/4807/oberyn-martell-the-red-viper-game-of-thrones-2011-mbti-personality-type","","E","S","F","P","7w8","sx/so"
"1615571992-2730","https://www.personality-database.com/personality_type/6","264 / 94   89   66  ISFP9w8Brad Pitt   Actors (USA)","https://www.personality-database.com/profile/1048/brad-pitt-actors-usa-mbti-personality-type","","I","S","F","P","9w8","sp/sx"
"1615569597-2055","https://www.personality-database.com/personality_type/8","109 / 38   12   35  ISTP6w5Seojun Han   True Beauty","https://www.personality-database.com/profile/66145/seojun-han-true-beauty-mbti-personality-type","","I","S","T","P","6w5","sx/sp"
"1615565246-1015","https://www.personality-database.com/personality_type/13","500 / 214   71   315  INTP9w1Tsuyu Asui “Froppy”   Boku no Hero Academia","https://www.personality-database.com/profile/8928/tsuyu-asui-froppy-boku-no-hero-academia-mbti-personality-type","","I","N","T","P","9w1","sp/so"
"1615565791-1153","https://www.personality-database.com/personality_type/12","184 / 71   33   42  ENFP4w3Anne Shirley   Anne of Green Gables","https://www.personality-database.com/profile/34932/anne-shirley-anne-of-green-gables-mbti-personality-type","","X","N","F","P","4w3","sx/so"
"1615575727-4009","https://www.personality-database.com/personality_type/1","347 / 178   77   59  ISTJ1w9Teru Mikami   Death Note","https://www.personality-database.com/profile/1536/teru-mikami-death-note-mbti-personality-type","","I","S","T","J","1w9","so/sp"
"1615575313-3857","https://www.personality-database.com/personality_type/1","114 / 42   5   11  ISTJ6w5Abraham Simpson   The Simpsons (1989)","https://www.personality-database.com/profile/6569/abraham-simpson-the-simpsons-1989-mbti-personality-type","","I","S","T","J","6w5","sp/so"
"1615570344-2247","https://www.personality-database.com/personality_type/8","338 / 143   123   201  ISTP6w7Shouya Ishida   Koe no Katachi","https://www.personality-database.com/profile/12587/shouya-ishida-koe-no-katachi-mbti-personality-type","","I","S","T","P","6w7","sp/sx"
"1615575813-4034","https://www.personality-database.com/personality_type/1","619 / 197   394   131  ISTJ6w5Sigmund Freud   Psychology & Neuroscience","https://www.personality-database.com/profile/2314/sigmund-freud-psychology-neuroscience-mbti-personality-type","","I","S","T","J","6w5","sp/sx"
"1615566145-1231","https://www.personality-database.com/personality_type/12","320 / 153   89   110  ENFP7w6Cat Valentine   Victorious (2010)","https://www.personality-database.com/profile/17698/cat-valentine-victorious-2010-mbti-personality-type","","E","N","F","P","7w6","sx/so"
"1615571280-2493","https://www.personality-database.com/personality_type/7","282 / 96   37   86  ESTP3w4Puss in Boots   Shrek (Franchise)","https://www.personality-database.com/profile/1938/puss-in-boots-shrek-franchise-mbti-personality-type","","E","S","T","P","3w4","sx/sp"
"1615570516-2284","https://www.personality-database.com/personality_type/8","749 / 280   168   385  ISTP9w8Shota Aizawa (Eraser Head)   Boku no Hero Academia","https://www.personality-database.com/profile/6601/shota-aizawa-eraser-head-boku-no-hero-academia-mbti-personality-type","","I","S","T","P","9w8","sp/sx"
"1615561905-63","https://www.personality-database.com/personality_type/16","93 / 36   12   22  ENTJ8w7Kyouya Sata   Ookami Shoujo to Kuro Ouji","https://www.personality-database.com/profile/15391/kyouya-sata-ookami-shoujo-to-kuro-ouji-mbti-personality-type","","E","N","T","J","8w7","sp/sx"
"1615575087-3774","https://www.personality-database.com/personality_type/2","472 / 153   197   32  ESTJ3w4Hillary Clinton   Government (USA)","https://www.personality-database.com/profile/2190/hillary-clinton-governmentusa-mbti-personality-type","","E","S","T","J","3w4","so/sp"
"1615566275-1259","https://www.personality-database.com/personality_type/12","436 / 160   232   195  ENFP9w1John Mulaney   Comedians","https://www.personality-database.com/profile/11815/john-mulaney-comedians-mbti-personality-type","","E","N","F","P","9w1","sp/so"
"1615572988-3037","https://www.personality-database.com/personality_type/5","855 / 372   243   190  ESFP2w3Misa Amane   Death Note","https://www.personality-database.com/profile/1532/misa-amane-death-note-mbti-personality-type","","E","S","F","P","2w3","sx/so"
"1615563439-512","https://www.personality-database.com/personality_type/15","547 / 163   263   84  INTJ3w2Sheev Palpatine   Star Wars","https://www.personality-database.com/profile/58/sheev-palpatine-star-wars-mbti-personality-type","","I","N","T","J","3w2","so/sp"
"1615563376-498","https://www.personality-database.com/personality_type/15","460 / 218   95   227  INTJ5w6Kurisu Makise   Steins;Gate","https://www.personality-database.com/profile/2681/kurisu-makise-steinsgate-mbti-personality-type","","I","N","T","J","5w6","sp/so"
"1615568212-1731","https://www.personality-database.com/personality_type/10","230 / 111   45   56  ENFJ2w1Love Quinn   You","https://www.personality-database.com/profile/77104/love-quinn-you-mbti-personality-type","","E","N","F","J","2w1","sx/so"
"1615568984-1922","https://www.personality-database.com/personality_type/9","186 / 72   29   38  INFJ2w1Alan Keane   The Amazing World of Gumball (2011)","https://www.personality-database.com/profile/43348/alan-keane-the-amazing-world-of-gumball-2011-mbti-personality-type","","I","N","F","J","2w1","so/sx"
"1615563211-453","https://www.personality-database.com/personality_type/15","276 / 61   95   98  INTJ1w9Angelo Lagusa   91 Days","https://www.personality-database.com/profile/5217/angelo-lagusa-91-days-mbti-personality-type","","I","N","T","J","1w9","sp/sx"
"1615574891-3713","https://www.personality-database.com/personality_type/2","149 / 54   47   18  ESTJ8w9Kratos   God Of War","https://www.personality-database.com/profile/5053/kratos-god-of-war-mbti-personality-type","","E","S","T","J","8w9","sp/sx"
"1615575244-3829","https://www.personality-database.com/personality_type/1","105 / 49   8   30  ISTJ6w5Yushiro   Kimetsu no Yaiba","https://www.personality-database.com/profile/46873/yushiro-kimetsu-no-yaiba-mbti-personality-type","","I","S","T","J","6w5","sp/so"
"1615575699-4000","https://www.personality-database.com/personality_type/1","314 / 106   218   75  ISTJ9w1Chou Tzuyu (TWICE)   K-Pop","https://www.personality-database.com/profile/20600/chou-tzuyu-twice-kpop-mbti-personality-type","","I","S","T","P","9w1","sp/so"
"1615567836-1634","https://www.personality-database.com/personality_type/10","109 / 53   44   52  ENFJ2w1Satou Matsuzaka   Happy Sugar Life","https://www.personality-database.com/profile/15345/satou-matsuzaka-happy-sugar-life-mbti-personality-type","","E","N","F","J","2w1","sx/so"
"1615571463-2548","https://www.personality-database.com/personality_type/6","103 / 34   11   35  ISFP3w4Tinkerbell   Peter Pan (1953)","https://www.personality-database.com/profile/13858/tinkerbell-peter-pan-1953-mbti-personality-type","","I","S","F","P","3w4","sx/sp"
"1615573276-3152","https://www.personality-database.com/personality_type/4","108 / 60   8   46  ESFJ2w3Inasa Yoarashi “Gale Force”   Boku no Hero Academia","https://www.personality-database.com/profile/13933/inasa-yoarashi-gale-force-boku-no-hero-academia-mbti-personality-type","","E","S","F","J","2w3","sx/so"
"1615563627-564","https://www.personality-database.com/personality_type/14","141 / 76   15   66  ENTP1w2Terezi Pyrope   Homestuck","https://www.personality-database.com/profile/33454/terezi-pyrope-homestuck-mbti-personality-type","","E","N","T","P","1w2","so/sx"
"1615565993-1194","https://www.personality-database.com/personality_type/12","233 / 74   94   60  ENFP7w8Kesha   Musicians (USA, Female)","https://www.personality-database.com/profile/7390/kesha-musicians-usa-female-mbti-personality-type","","E","N","F","P","7w8","sx/so"
"1615575597-3966","https://www.personality-database.com/personality_type/1","211 / 131   17   112  ISTJ3w4Amity Blight   The Owl House (2020)","https://www.personality-database.com/profile/84408/amity-blight-the-owl-house-2020-mbti-personality-type","","I","S","T","J","3w4","sp/sx"
"1615567147-1462","https://www.personality-database.com/personality_type/11","328 / 151   47   265  INFP6w7Yoosung Kim   Mystic Messenger","https://www.personality-database.com/profile/5858/yoosung-kim-mystic-messenger-mbti-personality-type","","I","N","F","P","6w7","so/sx"
"1615562059-118","https://www.personality-database.com/personality_type/16","122 / 76   25   54  ENTJ8w7Boa Hancock   One Piece","https://www.personality-database.com/profile/24445/boa-hancock-one-piece-mbti-personality-type","","E","N","T","J","8w7","sp/sx"
"1615566738-1366","https://www.personality-database.com/personality_type/11","180 / 110   55   183  INFP6w5Junji Ito   Artists (Comics)","https://www.personality-database.com/profile/36085/junji-ito-artists-comics-mbti-personality-type","","I","N","F","P","6w5","sx/sp"
"1615566760-1371","https://www.personality-database.com/personality_type/11","184 / 65   42   93  INFP4w5Davy Jones   Pirates of the Caribbean","https://www.personality-database.com/profile/2934/davy-jones-pirates-of-the-caribbean-mbti-personality-type","","I","N","F","P","4w5","sx/sp"
"1615574011-3404","https://www.personality-database.com/personality_type/3","129 / 44   4   24  ISFJ1w9Tina Goldstein   Fantastic Beasts","https://www.personality-database.com/profile/4636/tina-goldstein-fantastic-beasts-mbti-personality-type","","I","S","F","J","1w9","sp/so"
"1615567932-1660","https://www.personality-database.com/personality_type/10","124 / 70   82   21  ENFJ2w1Barney the Dinosaur   Barney & Friends","https://www.personality-database.com/profile/141509/barney-the-dinosaur-barney-friends-mbti-personality-type","","E","N","F","J","2w1","sx/sp"
"1615562310-199","https://www.personality-database.com/personality_type/16","196 / 104   43   73  ENTJ8w7Gilgamesh   Fate/Zero","https://www.personality-database.com/profile/3437/gilgamesh-fatezero-mbti-personality-type","","E","N","T","J","8w7","sx/sp"
"1615566703-1357","https://www.personality-database.com/personality_type/11","172 / 57   17   204  INFP4w5Persephone   Greco-Roman","https://www.personality-database.com/profile/5182/persephone-grecoroman-mbti-personality-type","","I","N","F","P","4w5","sx/so"
"1615563881-634","https://www.personality-database.com/personality_type/14","191 / 81   103   58  ENTP6w7Cody Ko   Comedians","https://www.personality-database.com/profile/20467/cody-ko-comedians-mbti-personality-type","","E","N","T","P","6w7","so/sx"
"1615567864-1641","https://www.personality-database.com/personality_type/10","111 / 38   20   59  ENFJ3w2Choi Beomgyu (TXT)   K-Pop","https://www.personality-database.com/profile/24955/choi-beomgyu-txt-kpop-mbti-personality-type","","E","N","F","J","3w2","so/sx"
"1615572067-2752","https://www.personality-database.com/personality_type/6","360 / 141   52   78  ISFP4w5Rose Dewitt Bukater   Titanic (1997)","https://www.personality-database.com/profile/2836/rose-dewitt-bukater-titanic-1997-mbti-personality-type","","I","S","F","P","4w5","so/sx"
"1615571317-2503","https://www.personality-database.com/personality_type/7","326 / 128   61   38  ESTP3w2Alex the Lion   Madagascar (Franchise)","https://www.personality-database.com/profile/1939/alex-the-lion-madagascar-franchise-mbti-personality-type","","E","S","T","P","3w2","so/sx"
"1615572247-2800","https://www.personality-database.com/personality_type/5","109 / 39   32   8  ESFP7w8Tana Mongeau   General Vloggers","https://www.personality-database.com/profile/7105/tana-mongeau-general-vloggers-mbti-personality-type","","E","S","F","P","7w8","sx/so"
"1615569035-1935","https://www.personality-database.com/personality_type/9","200 / 71   34   128  INFJ4w3Cate Blanchett   Actors & Actresses (Oceania)","https://www.personality-database.com/profile/1021/cate-blanchett-actors-actresses-oceania-mbti-personality-type","","I","N","F","J","4w3","sx/so"
"1615569224-1976","https://www.personality-database.com/personality_type/9","277 / 85   21   87  INFJ5w4Eurus Holmes   Sherlock (2010)","https://www.personality-database.com/profile/5610/eurus-holmes-sherlock-2010-mbti-personality-type","","I","N","F","J","5w4","sx/sp"
"1615568870-1896","https://www.personality-database.com/personality_type/9","151 / 56   38   107  INFJ1w9Dante Alighieri   Writers (Literature, Classic)","https://www.personality-database.com/profile/3262/dante-alighieri-writers-literature-classic-mbti-personality-type","","I","N","F","J","1w9","sx/sp"
"1615575754-4016","https://www.personality-database.com/personality_type/1","377 / 124   100   59  ISTJ1w9Ben Wyatt   Parks and Recreation (2009)","https://www.personality-database.com/profile/56/ben-wyatt-parks-and-recreation-2009-mbti-personality-type","","I","N","T","J","1w9","so/sp"
"1615568071-1696","https://www.personality-database.com/personality_type/10","167 / 48   10   20  ENFJ3w2Harvey Dent “Two-Face”   The Dark Knight Trilogy","https://www.personality-database.com/profile/441/harvey-dent-twoface-the-dark-knight-trilogy-mbti-personality-type","","E","N","F","J","3w2","so/sx"
"1615573568-3254","https://www.personality-database.com/personality_type/4","251 / 99   65   72  ESFJ3w2Rock Lee   Naruto Shippūden","https://www.personality-database.com/profile/2951/rock-lee-naruto-shippden-mbti-personality-type","","E","S","F","J","3w2","so/sx"
"1615572495-2886","https://www.personality-database.com/personality_type/5","161 / 77   61   57  ESFP3w4Raquelle   Barbie: Life in the Dreamhouse","https://www.personality-database.com/profile/53922/raquelle-barbie-life-in-the-dreamhouse-mbti-personality-type","","E","S","F","P","3w4","sx/so"
"1615568122-1710","https://www.personality-database.com/personality_type/10","182 / 55   41   70  ENFJ3w2Kimberly Ann “Kim” Possible   Kim Possible (2002)","https://www.personality-database.com/profile/1317/kimberly-ann-kim-possible-kim-possible-2002-mbti-personality-type","","E","N","F","J","3w2","so/sp"
"1615563181-447","https://www.personality-database.com/personality_type/15","252 / 78   52   100  INTJ6w5Craig Tucker   South Park (1997)","https://www.personality-database.com/profile/1743/craig-tucker-south-park-1997-mbti-personality-type","","I","N","T","J","6w5","sp/sx"
"1615562781-329","https://www.personality-database.com/personality_type/15","131 / 71   12   51  INTJ3w4The Evil Queen   Snow White and the Seven Dwarfs (1937)","https://www.personality-database.com/profile/12094/the-evil-queen-snow-white-and-the-seven-dwarfs-1937-mbti-personality-type","","I","N","T","J","3w4","sx/sp"
"1615565762-1145","https://www.personality-database.com/personality_type/12","168 / 83   15   83  ENFP7w6Honoka Kousaka   Love Live! School Idol Project","https://www.personality-database.com/profile/5519/honoka-kousaka-love-live-school-idol-project-mbti-personality-type","","E","N","F","P","7w6","so/sx"
"1615562033-109","https://www.personality-database.com/personality_type/16","115 / 44   14   20  ENTJ8w7Lex Luthor   DC Comics","https://www.personality-database.com/profile/3593/lex-luthor-dc-comics-mbti-personality-type","","E","N","T","J","8w7","so/sp"
"1615568888-1901","https://www.personality-database.com/personality_type/9","157 / 62   13   99  INFJ1w9Zelda   The Legend of Zelda","https://www.personality-database.com/profile/7675/zelda-the-legend-of-zelda-mbti-personality-type","","I","N","F","J","1w9","so/sp"
"1615573863-3352","https://www.personality-database.com/personality_type/3","99 / 67   23   52  ISFJ6w7Vinegar Doppio   JoJo no Kimyou na Bouken","https://www.personality-database.com/profile/30314/vinegar-doppio-jojo-no-kimyou-na-bouken-mbti-personality-type","","I","S","F","J","6w7","sp/so"
"1615572116-2765","https://www.personality-database.com/personality_type/6","425 / 193   349   141  ISFP4w3Jennie Kim (BLACKPINK)   K-Pop","https://www.personality-database.com/profile/12939/jennie-kim-blackpink-kpop-mbti-personality-type","","I","S","F","P","4w3","sp/sx"
"1615574681-3637","https://www.personality-database.com/personality_type/2","93 / 31   2   11  ESTJ8w9Chief Bogo   Zootopia (2016)","https://www.personality-database.com/profile/2561/chief-bogo-zootopia-2016-mbti-personality-type","","E","S","T","J","8w9","sx/sp"
"1615574557-3588","https://www.personality-database.com/personality_type/2","77 / 37   18   7  ESTJ1w9Nazi (AuthRight)   Centricide (Jreg)","https://www.personality-database.com/profile/134447/nazi-authright-centricide-jreg-mbti-personality-type","","E","S","T","J","1w9","sp/so"
"1615575321-3860","https://www.personality-database.com/personality_type/1","115 / 48   6   51  ISTJ1w2Hijikata Toushirou   Gintama","https://www.personality-database.com/profile/2396/hijikata-toushirou-gintama-mbti-personality-type","","I","S","T","J","1w2","sx/sp"
"1615563463-519","https://www.personality-database.com/personality_type/15","634 / 253   172   333  INTJ8w9Ryo Asuka   Devilman Crybaby","https://www.personality-database.com/profile/15323/ryo-asuka-devilman-crybaby-mbti-personality-type","","I","N","T","J","8w9","sx/sp"
"1615571010-2403","https://www.personality-database.com/personality_type/7","153 / 45   23   4  ESTP8w7Bryce Walker   13 Reasons Why","https://www.personality-database.com/profile/10069/bryce-walker-13-reasons-why-mbti-personality-type","","E","S","T","P","8w7","sx/so"
"1615568638-1836","https://www.personality-database.com/personality_type/9","114 / 39   16   43  INFJ4w5Hermann Hesse   Writers (Literature, Modern)","https://www.personality-database.com/profile/3264/hermann-hesse-writers-literature-modern-mbti-personality-type","","I","N","F","J","4w5","sp/sx"
"1615569119-1953","https://www.personality-database.com/personality_type/9","228 / 89   20   92  INFJ4w5Hiro   Darling in the Franxx","https://www.personality-database.com/profile/11153/hiro-darling-in-the-franxx-mbti-personality-type","","I","N","F","J","4w5","sx/so"
"1615569955-2156","https://www.personality-database.com/personality_type/8","170 / 48   16   47  ISTP5w4The Doctor (Ninth)   Doctor Who (2005)","https://www.personality-database.com/profile/755/the-doctor-ninth-doctor-who-2005-mbti-personality-type","","I","S","T","P","5w4","sp/so"
"1615574330-3508","https://www.personality-database.com/personality_type/3","305 / 142   30   125  ISFJ2w1Sophie Hatter   Howl no Ugoku Shiro","https://www.personality-database.com/profile/7657/sophie-hatter-howl-no-ugoku-shiro-mbti-personality-type","","I","S","F","J","2w1","sp/so"
"1615571185-2460","https://www.personality-database.com/personality_type/7","216 / 66   54   41  ESTP9w8Maya Hart   Girl Meets World (2014)","https://www.personality-database.com/profile/13550/maya-hart-girl-meets-world-2014-mbti-personality-type","","E","S","T","P","9w8","sp/so"
"1615563815-618","https://www.personality-database.com/personality_type/14","177 / 91   167   53  ENTP8w7Azealia Banks   Musicians (USA, Female)","https://www.personality-database.com/profile/26379/azealia-banks-musicians-usa-female-mbti-personality-type","","E","N","T","P","8w7","sx/sp"
"1615564446-795","https://www.personality-database.com/personality_type/13","106 / 60   25   50  INTP5w4Aphex Twin   Musicians (United Kingdom & Ireland)","https://www.personality-database.com/profile/3113/aphex-twin-musicians-united-kingdom-ireland-mbti-personality-type","","I","N","T","P","5w4","sp/sx"
"1615573801-3328","https://www.personality-database.com/personality_type/3","90 / 41   22   34  ISFJ9w1Yukiko Amagi   Persona 4","https://www.personality-database.com/profile/8155/yukiko-amagi-persona-4-mbti-personality-type","","I","S","F","J","9w1","sp/so"
"1615567953-1667","https://www.personality-database.com/personality_type/10","135 / 37   52   41  ENFJ9w1Lia (ITZY)   K-Pop","https://www.personality-database.com/profile/26814/lia-itzy-kpop-mbti-personality-type","","E","N","F","J","9w1","so/sp"
"1615571188-2461","https://www.personality-database.com/personality_type/7","216 / 100   31   11  ESTP3w2Gaston   Beauty and the Beast (1991)","https://www.personality-database.com/profile/585/gaston-beauty-and-the-beast-1991-mbti-personality-type","","E","S","T","P","3w2","sx/so"
"1615574494-3562","https://www.personality-database.com/personality_type/2","70 / 20   3   11  ESTJ8w9Captain Phasma   Star Wars","https://www.personality-database.com/profile/3830/captain-phasma-star-wars-mbti-personality-type","","E","S","T","J","8w9","so/sp"
"1615571386-2524","https://www.personality-database.com/personality_type/7","454 / 229   100   149  ESTP8w7Merida of Dunbroch   Brave (2012)","https://www.personality-database.com/profile/4668/merida-of-dunbroch-brave-2012-mbti-personality-type","","E","S","T","P","8w7","sp/sx"
"1615575047-3763","https://www.personality-database.com/personality_type/2","364 / 113   75   50  ESTJ2w3Helen Parr “Elastigirl”   The Incredibles (Franchise)","https://www.personality-database.com/profile/6587/helen-parr-elastigirl-the-incredibles-franchise-mbti-personality-type","","E","S","T","J","2w3","so/sp"
"1615566300-1264","https://www.personality-database.com/personality_type/12","461 / 255   384   193  ENFP4w3Grimes   Musicians (Canada)","https://www.personality-database.com/profile/6400/grimes-musicians-canada-mbti-personality-type","","E","N","F","P","4w3","sx/sp"
"1615568649-1840","https://www.personality-database.com/personality_type/9","115 / 31   28   43  INFJ3w4Gillian Anderson   Actresses (USA)","https://www.personality-database.com/profile/16149/gillian-anderson-actresses-usa-mbti-personality-type","","E","N","T","J","3w4","sx/so"
"1615574501-3565","https://www.personality-database.com/personality_type/2","70 / 27   18   13  ESTJ1w2Érick Jacquin   Culinary Arts","https://www.personality-database.com/profile/17680/rick-jacquin-culinary-arts-mbti-personality-type","","E","S","T","J","1w2","so/sp"
"1615564800-911","https://www.personality-database.com/personality_type/13","190 / 61   23   58  INTP9w8Pascal   Tangled (2010)","https://www.personality-database.com/profile/25543/pascal-tangled-2010-mbti-personality-type","","I","N","T","P","9w8","sp/sx"
"1615567785-1621","https://www.personality-database.com/personality_type/10","102 / 33   13   59  ENFJ1w2Shisui Uchiha   Naruto Shippūden","https://www.personality-database.com/profile/8883/shisui-uchiha-naruto-shippden-mbti-personality-type","","E","N","F","J","1w2","so/sp"
"1615574782-3677","https://www.personality-database.com/personality_type/2","117 / 35   13   17  ESTJ8w7J. Jonah Jameson   The Spider-Man Trilogy","https://www.personality-database.com/profile/1085/j-jonah-jameson-the-spiderman-trilogy-mbti-personality-type","","E","S","T","J","8w7","sx/so"
"1615572052-2748","https://www.personality-database.com/personality_type/6","332 / 135   48   128  ISFP6w7Miles Morales ""Spider-Man""   Spider-Man: Into the Spider-Verse (2018)","https://www.personality-database.com/profile/22941/miles-morales-spiderman-spiderman-into-the-spiderverse-2018-mbti-personality-type","","I","S","F","P","6w7","so/sx"
"1615571339-2510","https://www.personality-database.com/personality_type/7","368 / 132   69   69  ESTP8w7Tsunade Senju   Naruto Shippūden","https://www.personality-database.com/profile/2727/tsunade-senju-naruto-shippden-mbti-personality-type","","E","S","T","P","8w7","sx/so"
"1615573919-3372","https://www.personality-database.com/personality_type/3","105 / 49   9   20  ISFJ6w5Ian Lightfoot   Onward (2020)","https://www.personality-database.com/profile/97789/ian-lightfoot-onward-2020-mbti-personality-type","","I","S","F","J","6w5","sp/so"
