notable_figure,mbti_evsi,mbti_svsn,mbti_tvsf,mbti_pvsj,enneagram,insticnt_variant
273 / 87   34   47  ENTJ1w2Margaret Thatcher   Historical Figures (1900s),E,N,T,J,1w2,so/sp
536 / 296   202   447  ENFP4w3Howl Jenkins Pendragon   Howl no Ugoku Shiro,E,N,F,P,4w3,so/sx
338 / 106   89   16  ESFJ1w2Skyler White   Breaking Bad (2008),E,S,F,J,1w2,sp/so
162 / 39   25   11  ENFJ8w9Ego   Marvel Cinematic Universe,E,N,T,J,8w9,sx/sp
273 / 74   19   35  INTJ5w6Saruman   The Lord of the Rings,I,N,T,J,5w6,sp/so
126 / 36   8   27  ISTP6w5Emma Swan   Once Upon a Time (2011),I,S,T,P,6w5,sp/sx
143 / 42   71   35  ENTJ8w7James Cameron   Film Directors,E,N,T,J,8w7,so/sx
194 / 82   45   28  ENTJ3w2Alejandro Burromuerto   Total Drama (2007),E,N,T,J,3w2,so/sx
100 / 30   12   20  ESFJ2w3Emmet Brickowski   The Lego Movie (Franchise),E,S,F,J,2w3,so/sp
103 / 52   24   31  ESTJ1w2Mary Poppins   Mary Poppins (1964),E,S,T,J,1w2,so/sp
125 / 72   26   46  ISTJ1w9Machine Connor   Detroit: Become Human,I,S,T,J,1w9,sp/so
130 / 77   13   31  ESTP8w7Johanna Mason   The Hunger Games (Franchise),E,S,T,P,8w7,sx/sp
138 / 42   15   33  INFJ4w5John Locke   Lost (2004),I,N,F,J,4w5,sp/so
615 / 308   302   340  ENTP7w6Venti   Genshin Impact,E,N,T,P,7w6,sx/so
94 / 42   20   23  ENTJ8w7King Leonidas of Sparta   300,E,N,T,J,8w7,so/sx
492 / 219   123   243  ENTP7w8Bill Cipher   Gravity Falls (2012),E,N,T,P,7w8,sx/so
367 / 112   120   67  ESFJ2w1Asuna Yuuki   Sword Art Online,E,S,F,J,2w1,so/sx
72 / 44   24   6  ESFJ6w7Viih Tube   General Vloggers,E,S,F,J,6w7,so/sp
90 / 40   7   42  ENTJ3w4Lana Winters   American Horror Story (2011),E,N,T,J,3w4,so/sp
94 / 24   22   32  ISFJ3w2Liam Payne   Musicians (United Kingdom & Ireland),I,S,F,J,3w2,sp/so
97 / 58   21   71  INFJ5w4Zelda (BOTW)   The Legend of Zelda,I,N,F,J,5w4,so/sx
"71 / 30   8   12  ESTJ8w9Sakazuki ""Akainu""   One Piece",E,S,T,J,8w9,so/sp
302 / 108   31   46  ISFJ6w5C-3PO   Star Wars,I,S,F,J,6w5,sp/so
194 / 70   51   40  ENTJ8w7Bane   The Dark Knight Trilogy,E,N,T,J,8w7,so/sx
127 / 57   16   16  ESTP7w8Aldo Raine   Inglourious Basterds (2009),E,S,T,P,7w8,sp/so
374 / 227   167   148  ISTJ9w1Yoshikage Kira   JoJo no Kimyou na Bouken,I,S,T,J,9w1,sp/sx
129 / 51   37   53  ISFP9w8Yang Jeongin “I.N” (Stray Kids)   K-Pop,I,S,F,P,9w8,sp/so
136 / 59   6   92  ENFP7w6Hazuki Nagisa   Free!,E,N,F,P,7w6,so/sx
149 / 51   34   67  ISFJ2w1Ralsei   Deltarune,I,S,F,J,2w1,so/sx
209 / 63   45   136  ISTP8w7Kuromi   Sanrio,I,S,T,P,8w7,sx/sp
220 / 112   7   28  ESFJ2w3Charles Boyle   Brooklyn Nine-Nine,E,S,F,J,2w3,so/sx
107 / 16   15   22  ISFP6w7Anthony Padilla   Comedians,I,S,F,P,6w7,sx/so
114 / 36   46   17  INFJ6w5Jeremy Corbyn   Government (Europe),I,N,F,J,6w5,so/sx
"162 / 68   53   39  ESFP3w2Tony Robbins   Writers (Literature, Modern)",E,N,F,J,3w2,so/sx
70 / 29   1   10  ESFJ2w1Mrs. Potts   Beauty and the Beast (1991),E,S,F,J,2w1,so/sp
123 / 39   14   50  ESFJ2w1Margot Robbie   Actors & Actresses (Oceania),E,S,F,J,2w1,so/sx
167 / 62   12   61  ENFP7w6Ellie   Up (2009),E,N,F,P,7w6,sx/so
162 / 75   25   74  ENTJ8w7Esdeath   Akame ga Kill!,E,N,T,J,8w7,sx/so
196 / 89   28   100  ENFP7w6Stanley Barber   I Am Not Okay with This,E,N,F,P,7w6,so/sx
103 / 29   8   22  ISFP4w3Hayley Smith   American Dad!,I,S,F,P,4w3,so/sx
109 / 33   33   7  ESFP7w6Chase Hudson (LilHuddy)   TikTok Stars,E,S,F,P,7w6,so/sx
209 / 95   37   98  INTJ5w6Johann Sebastian Bach   Classical Music,I,N,T,J,5w6,sp/so
1175 / 326   858   140  ISTJ5w6Sheldon Cooper   The Big Bang Theory,I,N,T,J,5w6,sp/so
408 / 121   52   82  ESTP7w6Scott Lang “Ant-Man”   Marvel Cinematic Universe,E,S,T,P,7w6,sx/sp
"603 / 241   60   158  INTP9w1Bruce Banner ""Hulk""   Marvel Cinematic Universe",I,N,T,P,9w1,sp/so
114 / 66   24   41  ENTJ3w2Funny Valentine   JoJo no Kimyou na Bouken,E,N,T,J,3w2,so/sx
129 / 48   8   48  ISTP8w9Zabuza Momochi   Naruto Shippūden,I,S,T,P,8w9,sp/sx
91 / 44   9   6  ESTJ3w2Christopher McKay   Euphoria (2019),E,S,T,J,3w2,sx/sp
221 / 78   26   57  ENTJ8w7Zeus   Greco-Roman,E,N,T,J,8w7,sx/so
125 / 46   3   67  INFP9w8Aurora   Maleficent (2014),I,N,F,P,9w8,sx/so
150 / 75   29   65  ENTP7w8Mari Ohara   Love Live! Sunshine!!,E,N,T,P,7w8,so/sx
1086 / 459   351   620  INTJ1w9Kurapika   Hunter X Hunter,I,N,T,J,1w9,so/sp
679 / 279   281   442  INFP4w3Dr. Heinz Doofenshmirtz   Phineas and Ferb (2007),I,N,F,P,4w3,sx/so
105 / 42   24   44  ESTP7w8JustaMinx   Gaming,E,S,T,P,7w8,so/sx
"106 / 38   20   37  INTP8w9Ozen ""The Immovable""   Made in Abyss",I,N,T,P,8w9,sp/sx
132 / 44   9   88  ISFP9w8James (Kojirou)   Pokémon,I,S,F,P,9w8,sp/sx
85 / 38   5   21  ENFJ2w3Dina   I Am Not Okay with This,E,N,F,J,2w3,so/sx
103 / 38   16   16  ESTJ8w9Saddam Hussein   Historical Figures (1900s),E,S,T,J,8w9,so/sp
566 / 256   162   309  ISFJ9w1Shouko Nishimiya   Koe no Katachi,I,S,F,J,9w1,sp/so
230 / 83   43   55  ESTP7w8Princess Daisy   Super Mario Brothers,E,S,F,P,7w8,so/sx
448 / 183   96   186  ISTP9w8Saitama   One Punch Man,I,S,T,P,9w8,sp/sx
"162 / 67   16   28  ESFP7w6Christopher ""Chris"" Miles   Skins (UK) (2007)",E,S,F,P,7w6,so/sx
96 / 33   87   31  ISFJ3w4Karina (aespa)   K-Pop,I,N,F,J,3w4,sx/so
310 / 156   251   166  INFP5w4David Lynch   Film Directors,I,N,F,P,5w4,sx/sp
90 / 19   1   24  ENFJ7w8Joker   Kuroshitsuji,E,N,F,J,7w8,so/sp
228 / 94   49   114  INTP5w4Kabuto Yakushi   Naruto Shippūden,I,N,T,P,5w4,sp/sx
290 / 60   14   21  ESTP7w8Bronn   Game of Thrones (2011),E,S,T,P,7w8,sp/so
144 / 51   81   42  INTJ1w9Nurse Mildred Ratched   Ratched (2020),I,N,T,J,1w9,sp/sx
142 / 45   35   54  ISTP6w7Rayla   The Dragon Prince (2018),I,S,T,P,6w7,sp/sx
150 / 51   28   26  ISTJ1w9Germany   Hetalia: Axis Powers,I,S,T,J,1w9,sp/so
126 / 35   14   33  INTP5w6Jane Foster   Marvel Cinematic Universe,I,N,F,J,5w6,sp/sx
"325 / 122   381   56  ISFP4w3XXXTENTACION   Musicians (USA, Male)",I,S,F,P,4w3,sx/so
"96 / 34   16   8  ISFJ6w7Leopoldo ""Polo"" Benavent Villada   Élite (2018)",I,S,F,J,6w7,sp/so
309 / 124   155   87  ENTP8w7Negan   The Walking Dead (2010),E,N,T,P,8w7,sx/so
128 / 40   17   14  ISFJ9w1Jane Bennet   Pride and Prejudice,I,S,F,J,9w1,sx/so
181 / 83   20   23  ISTJ1w2Maximus   Tangled (2010),I,S,T,J,1w2,sp/so
149 / 59   189   13  ESTP8w9Diego Maradona   Football (Soccer),E,S,T,P,8w9,sx/sp
273 / 116   53   61  ENTJ3w4Saiki Kusuke   Saiki Kusuo no Psi-nan,E,N,T,J,3w4,sp/sx
135 / 56   14   40  ESTJ8w7Tatsumaki   One Punch Man,E,S,T,J,8w7,so/sx
109 / 47   10   10  ESFP7w8Haley Marshall (née Dunphy)   Modern Family (2009),E,S,F,P,7w8,sp/so
"260 / 162   31   23  INTP5w6You, the Player   Undertale",I,N,T,P,5w6,sp/sx
161 / 80   31   62  ENFJ2w3Maes Hughes   Fullmetal Alchemist: Brotherhood,E,N,F,J,2w3,sx/so
120 / 32   13   41  ENFJ2w1Maggie Rhee   The Walking Dead (2010),E,N,F,J,2w1,so/sx
133 / 55   67   44  ENFP7w8Noel Miller   Comedians,E,N,F,P,7w8,sx/sp
81 / 27   20   17  ENFJ2w3Chef   South Park (1997),E,N,F,J,2w3,sp/so
153 / 68   167   27  ISFP4w3Lolly Vômito (lolly para meninas)   General Vloggers,E,N,F,P,4w3,sx/sp
125 / 60   29   40  ESTP7w6Im YeoJin (LOONA)   K-Pop,E,S,T,P,7w6,so/sp
132 / 63   9   17  ISFP9w8Kim Ki-taek   Parasite (2019),I,S,F,P,9w8,sp/so
214 / 88   115   104  INFJ1w9Marcus Aurelius   Historical Figures (100's),I,N,F,J,1w9,sp/so
1097 / 415   202   256  ISFP9w8Harry Potter   Harry Potter / Wizarding World Films,I,S,F,P,9w8,sp/sx
165 / 95   46   58  ENFP7w6Pete Davidson   Actors (USA),E,N,F,P,7w6,sx/so
168 / 60   41   50  ENTP3w4Cell   Dragon Ball Z,E,N,T,P,3w4,sx/so
241 / 109   102   51  ISFJ1w2Suzaku Kururugi   Code Geass,I,S,F,J,1w2,sp/so
221 / 99   254   68  ENTP3w4Aidan Gallagher   Actors (USA),E,N,T,P,3w4,so/sp
407 / 150   133   246  INFP4w5Hozier   Musicians (United Kingdom & Ireland),I,N,F,P,4w5,sx/sp
"144 / 64   11   19  ISTJ1w9Marilla Cuthbert   Anne with an ""E"" (2017)",I,S,T,J,1w9,sp/so
398 / 147   172   74  ESFP7w6Wolfgang Amadeus Mozart   Classical Music,E,S,F,P,7w6,sp/so
320 / 160   142   198  INTP5w6Spencer Reid   Criminal Minds (2005),I,N,T,P,5w6,sx/so
347 / 176   190   99  ENTP8w7The Impostor   Among Us,E,N,T,P,8w7,sp/sx
93 / 42    34  ENFJ2w1Zeniba   Sen to Chihiro no Kamikakushi,E,N,F,J,2w1,so/sp
118 / 25   2   3  ESFJ1w2Petunia Dursley   Harry Potter / Wizarding World Films,E,S,F,J,1w2,sp/so
126 / 50   44   50  ENTJ8w7Tanya von Degurechaff   Youjo Senki,E,N,T,J,8w7,sp/so
170 / 68   51   47  ENFJ1w9Jules Winnfield   Pulp Fiction (1994),E,N,F,J,1w9,so/sx
"444 / 265   88   368  INFP4w5Gerard Way   Musicians (USA, Male)",I,N,F,P,4w5,sx/sp
85 / 43   13   25  ESTJ8w7Ghiaccio   JoJo no Kimyou na Bouken,E,S,T,J,8w7,sx/sp
96 / 43   1   17  ISFJ6w7Rex   Toy Story (Franchise),I,S,F,J,6w7,sp/so
127 / 47   63   11  ESFP7w6Neymar   Football (Soccer),E,S,F,P,7w6,so/sx
120 / 49   45   43  ENFP7w8Zagreus   Hades,E,N,F,P,7w8,so/sp
192 / 96   33   141  ENFP4w3Draculaura   Monster High (2010),E,N,F,P,4w3,so/sx
225 / 74   43   12  ISFP6w7Archibald “Archie” Andrews   Riverdale (2017),I,S,F,P,6w7,sx/so
198 / 58   114   40  ENFJ6w7Anthony Fantano (theneedledrop)   Musicians & Music Critics,E,N,F,J,6w7,so/sp
226 / 131   38   141  ISFP4w5Gwen   Total Drama (2007),I,S,F,P,4w5,sp/sx
243 / 122   29   118  ESTP7w8Tanaka Ryuonosuke   Haikyuu!!,E,S,T,P,7w8,so/sx
267 / 123   111   192  INFP9w8Adam Driver   Actors (USA),I,N,F,P,9w8,sx/sp
88 / 36   8   15  ESTJ3w4Lucy van Pelt   Peanuts,E,S,T,J,3w4,so/sp
129 / 35   27   16  ESFP6w7Jimmy Kimmel   Hosts & Presenters,E,S,F,P,6w7,so/sp
125 / 48   17   45  ISFJ9w1Haku   Naruto Shippūden,I,S,F,J,9w1,sp/sx
132 / 42   35   37  ISFJ9w1Hwang Yeji (ITZY)   K-Pop,I,S,F,J,9w1,sp/so
170 / 45   7   54  ISFJ6w7Glenn Rhee   The Walking Dead (2010),I,S,F,J,6w7,so/sp
454 / 275   105   234  ESTJ8w9Mary Saotome   Kakegurui,E,S,T,J,8w9,sp/so
256 / 144   32   82  ENFJ2w3Mami Tomoe   Mahou Shoujo Madoka★Magica,E,N,F,J,2w3,so/sx
366 / 100   110   55  ESTJ3w4Michelle Obama   First Ladies of the United States,E,S,T,J,3w4,so/sp
"116 / 39   7   28  ISTP8w9James Howlett ""Wolverine""   Marvel Comics",I,S,T,P,8w9,sp/sx
192 / 81   34   37  ESFP4w3Marla Singer   Fight Club (1999),E,S,F,P,4w3,sx/sp
328 / 150   52   20  ESTJ3w2Mother Gothel   Tangled (2010),E,S,T,J,3w2,sp/so
122 / 55   11   27  ISTJ6w5Ichiyo Higuchi   Bungou Stray Dogs,I,S,T,J,6w5,sp/sx
203 / 99   72   63  ISTP3w4Norton Campbell (Prospector)   Identity V,I,S,T,P,3w4,sp/sx
150 / 62   36   28  ESTP7w8Nakamura Rio   Ansatsu Kyoushitsu,E,S,T,P,7w8,so/sp
221 / 101   54   109  ISFP7w8Yuichiro Hyakuya   Owari no Seraph,I,S,F,P,7w8,sx/so
166 / 49   18   35  ESFP8w9Muhammad Ali   Boxing,E,S,F,P,8w9,sx/sp
111 / 45   48   37  INTP4w5Ed Kemper   Criminals,I,N,T,P,4w5,sp/sx
111 / 26   50   15  ENFJ1w2Seo Dal-Mi   Start-Up (Korean Drama),E,N,F,J,1w2,sx/so
187 / 78   16   100  INTJ5w4William James Moriarty   Yuukoku no Moriarty,I,N,T,J,5w4,sx/so
200 / 70   38   9  ESFP3w2Bill Clinton   Presidents of the USA,E,S,F,P,3w2,so/sx
185 / 74   22   28  ISTP9w8Franklin Clinton   Grand Theft Auto,I,S,T,P,9w8,sp/sx
161 / 73   25   38  ISTP6w5Nicholas 'Nick' Miller   New Girl (2011),I,S,T,P,6w5,sx/sp
396 / 111   91   80  ISTP6w5Katniss Everdeen   The Hunger Games (Book Series),I,S,T,P,6w5,sp/sx
257 / 107   27   120  ENTP7w8Mushu   Mulan (1998),E,N,T,P,7w8,so/sp
136 / 73   199   12  ESTJ6w7Candace Owens   Political Commentators,E,S,T,J,6w7,so/sx
201 / 56   16   25  ISFP4w5Aria Montgomery   Pretty Little Liars,I,S,F,P,4w5,sx/so
230 / 93   100   22  ESTJ8w9Dr. Phil   Hosts & Presenters,E,S,T,J,8w9,so/sp
"139 / 18   19   33  INTP6w5Felicity Smoak ""Overwatch""   Arrow (2012)",I,N,T,P,6w5,sx/so
138 / 43   29   58  ENFP7w6Sora   Kingdom Hearts,E,N,F,P,7w6,so/sx
230 / 62   128   40  INTJ3w4Eugene Lee Yang   Buzzfeed Employees,I,N,T,J,3w4,sx/sp
223 / 120   63   144  INTP5w4Rio Futaba   Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai (Aobuta),I,N,T,P,5w4,sp/sx
161 / 84   46   60  INTJ5w4Detective Benoit Blanc   Knives Out (2019),I,N,T,J,5w4,so/sp
290 / 106   42   98  ENFP7w6Jiraiya (Ero-Sennin)   Naruto Shippūden,E,N,F,P,7w6,sx/so
196 / 102   32   118  INFJ2w1Nozomi Tojo   Love Live! School Idol Project,I,N,F,J,2w1,sx/so
158 / 40   33   26  INTP5w4Scott Clarke   Stranger Things (2016),I,N,T,P,5w4,sp/so
302 / 169   35   274  INTP5w4Lain Iwakura   Serial Experiments Lain,I,N,T,P,5w4,sp/sx
"73 / 25   9   2  ENFJ7w8Takeru Danma ""Hatter""   Alice In Borderland (2020)",E,N,F,J,7w8,so/sx
172 / 71   12   17  ESTJ8w7Yubaba   Sen to Chihiro no Kamikakushi,E,S,T,J,8w7,sp/so
214 / 71   20   47  ISTP8w9Darth Maul   Star Wars,I,S,T,P,8w9,sp/sx
455 / 178   63   284  INFP9w1Will Byers   Stranger Things (2016),I,N,F,P,9w1,so/sp
230 / 87   112   119  INFJ1w9Konan   Naruto Shippūden,I,N,F,J,1w9,sp/so
1124 / 607   466   498  INTJ5w6Elizabeth “Beth” Harmon   The Queen’s Gambit (2020),I,N,T,J,5w6,sp/sx
185 / 57   11   75  INTJ8w9Lexa   The 100,I,N,T,J,8w9,sp/sx
"410 / 174   59   101  ISFJ9w1Selena Gomez   Musicians (USA, Female)",I,S,F,J,9w1,so/sp
118 / 36   38   15  INTJ5w4Alex (INTJ & INFP Coffee)   Psychology & Personal Development,I,N,T,J,5w4,sp/sx
256 / 83   13   83  ISFP2w1Rubeus Hagrid   Harry Potter / Wizarding World Films,I,S,F,P,2w1,so/sx
164 / 78   4   6  ESFJ2w3Park Yeon-gyo   Parasite (2019),E,S,F,J,2w3,so/sx
"157 / 78   27   29  ESTP3w4Eddy   Ed, Edd n Eddy (1999)",E,S,T,P,3w4,so/sx
139 / 49   2   10  ESTP3w2Larry the Lobster   SpongeBob SquarePants (1999),E,S,T,P,3w2,so/sx
83 / 24   6   18  ISFJ9w1Neville Longbottom   Harry Potter (Book Series),I,S,F,J,9w1,sp/so
466 / 220   336   160  INTJ5w6Karl Marx   Philosophy,I,N,T,J,5w6,so/sx
236 / 83   43   77  ESTP7w6Lance McClain   Voltron: Legendary Defender (2016),E,S,T,P,7w6,so/sx
296 / 114   116   103  ENFP6w7Enola Holmes   Enola Holmes (2020),E,N,F,P,6w7,so/sx
115 / 27   6   14  ISTJ3w4Eric Foreman   House M.D.,I,S,T,J,3w4,sp/so
269 / 88   47   57  ENFP8w7FideI Castro   Historical Figures (1900s),E,N,F,P,8w7,so/sx
82 / 34   4   13  ESFJ6w7Sansa Stark   A Song of Ice and Fire (Series),E,S,F,J,6w7,so/sx
124 / 50   47   22  ESTP3w4Lars Barriga   Steven Universe (2013),E,S,T,P,3w4,so/sp
343 / 203   66   161  ESTJ8w7Nobara Kugisaki   Jujutsu Kaisen,E,S,T,J,8w7,sp/sx
"153 / 51   12   45  ENFJ2w1Diana Prince ""Wonder Woman""   DC Comics",E,N,F,J,2w1,so/sp
112 / 72   39   60  ISTJ6w5Andrew Kreiss (Grave Keeper)   Identity V,I,S,T,J,6w5,sp/sx
487 / 205   126   283  INTJ5w4Raven   Teen Titans (2003),I,N,T,J,5w4,sp/sx
175 / 58   98   63  INFJ9w1Tracy McConnell / The Mother   How I Met Your Mother (2005),I,N,F,J,9w1,so/sx
187 / 79   32   33  ESTP3w2Johnny Bravo   Johnny Bravo (1997),E,S,T,P,3w2,sx/sp
227 / 114   15   264  INFP4w5Edward Scissorhands   Edward Scissorhands (1990),I,N,F,P,4w5,sp/sx
267 / 69   124   40  ISTJ5w6Dr. Shaun Murphy   The Good Doctor,I,S,T,J,5w6,sp/sx
128 / 40   28   6  ISFJ6w5Beatrice Horseman (née Sugarman)   BoJack Horseman (2014),I,S,F,J,6w5,sp/so
224 / 79   34   75  ENFP3w2Ako Udagawa   BanG Dream! Girls Band Party! (Bandori),E,N,F,P,3w2,so/sx
128 / 38   27   37  ENFP7w8Russell Brand   Comedians,E,N,F,P,7w8,sx/so
148 / 79   41   60  ENFP7w8Izzy   Total Drama (2007),E,N,F,P,7w8,sx/sp
160 / 69   37   42  ENTP7w8Valerio Montesinos Rojas   Élite (2018),E,N,T,P,7w8,sx/sp
672 / 369   245   223  ESTJ3w4Asuka Langley Soryu   Neon Genesis Evangelion,E,S,T,J,3w4,so/sx
103 / 58   26   39  ISFJ6w5Muhammad Avdol   JoJo no Kimyou na Bouken,I,S,F,J,6w5,sp/so
104 / 36   5   26  INTP5w4Monty Green   The 100,I,N,T,P,5w4,sp/sx
227 / 119   29   110  ESFP6w7Kazuichi Sōda   Super Danganronpa 2: Goodbye Despair,E,S,F,P,6w7,sx/sp
352 / 168   191   132  ENTJ5w6Aristotle   Philosophy,E,N,T,J,5w6,so/sp
261 / 106   37   40  ESFP7w6Mr. Peanutbutter   BoJack Horseman (2014),E,S,F,P,7w6,so/sx
"106 / 45   30   25  ISFP9w8Travis Scott   Musicians (USA, Male)",I,S,F,P,9w8,sx/sp
392 / 170   79   104  ESFP2w3Percy Jackson   Camp Half-Blood Chronicles,E,S,F,P,2w3,so/sx
136 / 65   4   17  ESFJ2w3Alex Louis Armstrong   Fullmetal Alchemist: Brotherhood,E,S,F,J,2w3,so/sx
469 / 209   155   79  ISFP9w1Bertholdt Hoover   Shingeki no Kyojin,I,S,F,P,9w1,sp/so
259 / 123   44   165  INFP6w7Alfredo Linguini   Ratatouille (2007),I,N,F,P,6w7,sp/sx
100 / 26   11   30  ENFJ1w2Leonardo   Teenage Mutant Ninja Turtles (2012),E,N,F,J,1w2,so/sp
195 / 76   7   81  ENTP7w8Timon   The Lion King (Franchise),E,N,T,P,7w8,sp/sx
341 / 89   93   93  ESFJ6w7Chris Evans   Actors (USA),E,S,F,J,6w7,sp/so
470 / 139   43   129  ISFJ6w5John Watson   Sherlock (2010),I,S,F,J,6w5,sp/so
171 / 46   46   22  ENTP3w4Milo Yiannopoulos   News & Journalists,E,N,T,P,3w4,so/sx
1073 / 394   349   398  ENTP7w8Rick Sanchez   Rick and Morty (2013),E,N,T,P,7w8,sx/sp
178 / 40   15   18  ESTJ1w9Robb Stark   Game of Thrones (2011),E,S,T,J,1w9,so/sx
205 / 90   30   133  ENFP4w3Donald Glover   Actors (USA),E,N,F,P,4w3,so/sx
495 / 158   89   66  ESTP7w8Sandy Cheeks   SpongeBob SquarePants (1999),E,S,T,P,7w8,so/sp
128 / 55   24   13  ENTJ8w9Marcellus Wallace   Pulp Fiction (1994),E,N,T,J,8w9,sx/so
313 / 126   192   130  INFP4w5Son Chaeyoung (TWICE)   K-Pop,I,N,F,P,4w5,sp/sx
115 / 42   1   43  ESTP8w7Kiba Inuzuka   Naruto Shippūden,E,S,T,P,8w7,sx/so
119 / 25   4   17  ISTP6w5Gendry Baratheon   Game of Thrones (2011),I,S,T,P,6w5,sp/so
336 / 150   16   51  ISTP9w8Kristoff Bjorgman   Frozen (Franchise),I,S,T,P,9w8,sp/so
214 / 54   120   83  ENTP7w6Choi Yeonjun (TXT)   K-Pop,E,N,F,P,7w6,sx/so
114 / 38   11   25  ESFP7w6Beast Boy   Teen Titans Go! (2013),E,S,F,P,7w6,sx/so
477 / 156   273   56  ESFP7w8Son Gokū   Dragon Ball Z,E,S,F,P,7w8,so/sx
933 / 358   376   234  ESFJ2w3Ochako Uraraka “Uravity”   Boku no Hero Academia,E,S,F,J,2w3,so/sp
183 / 73   43   24  ISFP6w7Río   Money Heist (La Casa de Papel),I,S,F,P,6w7,so/sx
239 / 95   24   164  INFJ9w8Kaoru Hitachiin   Ouran Koukou Host Club,I,N,F,J,9w8,sp/so
263 / 99   153   51  ISFP9w8Lionel Messi   Football (Soccer),I,S,F,P,9w8,sp/sx
115 / 41   50   28  INTJ8w7Owen   Mahoyaku (Promise of Wizard),I,N,T,J,8w7,sp/sx
331 / 169   46   205  INFJ9w1Ririka Momobami   Kakegurui,I,N,F,J,9w1,sx/so
251 / 106   42   49  ESFJ2w1Fiona   Shrek (Franchise),E,S,F,J,2w1,so/sx
237 / 79   141   57  ENFP7w6Carson King (CallMeCarson)   Comedians,E,N,F,P,7w6,sp/so
177 / 89   67   30  ESTJ3w2Apple White   Ever After High,E,S,T,J,3w2,so/sx
"119 / 35   15   38  ESFP7w6Kasane Teto   Virtual Youtubers, Singers, VOCALOID & AI",E,S,F,P,7w6,so/sp
180 / 61   26   73  ENFJ7w6Hashirama Senju   Naruto Shippūden,E,N,F,J,7w6,so/sx
140 / 61   7   71  ISFP4w5Ran Mitake   BanG Dream! Girls Band Party! (Bandori),I,S,F,P,4w5,sx/sp
1098 / 376   801   242  INTJ5w6Gregory House   House M.D.,I,N,T,J,5w6,sp/sx
141 / 33   46   65  INFP9w1Jisung (NCT)   K-Pop,I,N,F,P,9w1,sp/so
67 / 21   3   3  ESTJ8w7Abraham Ford   The Walking Dead (2010),E,S,T,J,8w7,sx/so
"228 / 70   31   84  ENTP7w8Wade Wilson ""Deadpool""   Marvel Comics",E,N,T,P,7w8,sx/sp
140 / 52   62   39  INFP6w5Akito Sohma   Fruits Basket,I,N,F,P,6w5,sx/sp
100 / 39   8   10  ESFJ1w2Cassandra Pressman   The Society,E,S,F,J,1w2,sp/so
193 / 87   124   41  ISTP8w7Billy Butcher   The Boys (2019),I,S,T,P,8w7,sp/sx
155 / 82   41   137  INFP9w1Silvermist   Tinker Bell (2008),I,N,F,P,9w1,sp/so
119 / 39   17   50  INTJ1w9Tōshirō Hitsugaya   Bleach,I,N,T,J,1w9,sp/so
106 / 33   17   18  ESTP8w7Jessi   K-Pop,E,S,T,P,8w7,sx/so
140 / 52   10   19  ESTP3w2Cyborg   Teen Titans (2003),E,S,T,P,3w2,sp/so
122 / 48   26   54  ISTP9w8Kanan Matsuura   Love Live! Sunshine!!,I,S,T,P,9w8,sx/sp
